Menu,Category,괄호
갈비곱창,퓨전 및 기타,['(galbi gopchang)']
갈비안창살,퓨전 및 기타,['(galbi anchangsal)']
갈빗살,퓨전 및 기타,['(galbitsal)']
감귤,퓨전 및 기타,['(gamgyul)']
감성돔,퓨전 및 기타,['(gamseongdom)']
감자,퓨전 및 기타,['(gamja)']
건시,퓨전 및 기타,['(geonsi)']
계란,퓨전 및 기타,['(gyeran)']
고등어,퓨전 및 기타,['(godeungeo)']
고추생선살,퓨전 및 기타,['(gochu saengseon sal)']
곱창,퓨전 및 기타,['(gopchang)']
곶감,퓨전 및 기타,['(gotgam)']
과메기,퓨전 및 기타,['(gwamegi)']
꽃갈빗살,퓨전 및 기타,['(kkotgalbisal)']
꽃등심,퓨전 및 기타,['(kkotdeungsim)']
꽃살,퓨전 및 기타,['(kkotsal)']
꿩고기,퓨전 및 기타,['(kkwonggogi)']
꼬막조개,퓨전 및 기타,['(kkomak jogae)']
곤이,퓨전 및 기타,['(goni)']
꼼장어,퓨전 및 기타,['(kkomjangeo)']
갈비살,퓨전 및 기타,['(galbisal)']
갈비꼬리살,퓨전 및 기타,['(galbi kkorisal)']
광어,퓨전 및 기타,['(gwangeo)']
게르치,퓨전 및 기타,['(gereuchi)']
관자,퓨전 및 기타,['(gwanja)']
고기,퓨전 및 기타,['(gogi)']
고추,퓨전 및 기타,['(gochu)']
국산쌀,퓨전 및 기타,['(guksan ssal)']
건과일(말린과일)),퓨전 및 기타,['(geongwail (mallin gwail)']
김,퓨전 및 기타,['(gim)']
갈비,퓨전 및 기타,['(galbi)']
건어물,퓨전 및 기타,['(geoneomul)']
광양백운산고로쇠,퓨전 및 기타,['(Gwangyang Baegunsan gorosoe)']
광양곶감,퓨전 및 기타,['(Gwangyang gotgam)']
광양섬진강재첩,퓨전 및 기타,['(Gwangyang Seomjingang jaecheop)']
광양쌀,퓨전 및 기타,['(Gwangyang ssal)']
김 시식지(김여익 사당),퓨전 및 기타,['()']
깸파리소금,퓨전 및 기타,['()']
계절다과,퓨전 및 기타,['(gyejeol dagwa)']
구룡포과메기,퓨전 및 기타,['(Guryongpo gwamegi)']
굴비,퓨전 및 기타,['(gulbi)']
건강미,퓨전 및 기타,['(geongangmi)']
고려6년근홍삼젤리,퓨전 및 기타,['(Goryeo yungnyeongeun hongsam jelly)']
고려홍삼제리,퓨전 및 기타,['(Goryeo hongsam jelly)']
고려홍삼캔디,퓨전 및 기타,['(Goryeo hongsam candy)']
개성약과,퓨전 및 기타,['(Gaeseong yakgwa)']
고송정식,퓨전 및 기타,['(Gosong jeongsik)']
고창(참)복분자 bokbunja),퓨전 및 기타,['(Gochang (cham)']
구슬아이스크림프리팩,퓨전 및 기타,['(guseul ice cream pre-pack)']
궁중가평식혜,퓨전 및 기타,['(Gungjung Gapyeong Sikhye)']
골드휭거,퓨전 및 기타,['(Gold Finger)']
고창서해안복분자주,퓨전 및 기타,"['(17도,400ml)', '(Gochang Seohaean Bokbunjaju)']"
가야곡왕주,퓨전 및 기타,"['(13도,375ml)', '(Gayagok Wangju)']"
골드메달애플쥬스,퓨전 및 기타,['(Gold Medal apple juice)']
골드매달탄산쥬스,퓨전 및 기타,['(Gold Medal tansan juice)']
국순당생막걸리,퓨전 및 기타,['(Kooksoondang Saengmakkoli)']
고창복분자와인,퓨전 및 기타,['(Gochang Bokbunja Wine)']
구포국수,퓨전 및 기타,['(Gupo guksu)']
길상식당,퓨전 및 기타,['()']
깐깐꼬치(순한맛)),퓨전 및 기타,['(kkankkan kkochi (sunhan mat)']
깨소 송정 떡갈비,퓨전 및 기타,['()']
꽃길,퓨전 및 기타,['()']
꽃잎두장,퓨전 및 기타,['()']
가매일식,퓨전 및 기타,['()']
가문의 오리,퓨전 및 기타,['()']
건봉국밥(연향점),퓨전 및 기타,['()']
갑을원,퓨전 및 기타,['()']
강변장어,퓨전 및 기타,['()']
갯마을숯불장어구이,퓨전 및 기타,['()']
고궁수라간,퓨전 및 기타,['()']
깐깐꼬치(매운맛)),퓨전 및 기타,['(kkankkan kkochi (maeun mat)']
국일설렁탕,퓨전 및 기타,['()']
금성면옥,퓨전 및 기타,['()']
고기굽는 정원,퓨전 및 기타,['()']
고향회식당,퓨전 및 기타,['()']
관가,퓨전 및 기타,['()']
광양덕례리함흥냉면,퓨전 및 기타,['()']
군산꽃게장,퓨전 및 기타,['()']
군산아구찜해물탕,퓨전 및 기타,['()']
금당토박이,퓨전 및 기타,['()']
금빈회관,퓨전 및 기타,['()']
금수래,퓨전 및 기타,['()']
금호식당,퓨전 및 기타,['()']
고센피제리아,퓨전 및 기타,['(gosenpijeria)']
고창부안축협한우명품관,퓨전 및 기타,['(gochang buan chukhyeop hanu myeongpumgwan)']
굴짬뽕라면,퓨전 및 기타,['(guljjamppong ramyeon)']
국일생갈비,퓨전 및 기타,['(Gugil Saenggalbi)']
금강산식당,퓨전 및 기타,['(Geumgangsan Restaurant)']
고기굽는남자,퓨전 및 기타,['(Gogigumneun Namja)']
개정,퓨전 및 기타,['(Gaejeong)']
그대를봄마음의봄매일봄봄,퓨전 및 기타,['(geudaereulbom maeumuibom maeilbombom)']
고기한마당,퓨전 및 기타,['(Gogi Hanmadang)']
갈비명가황우리범어점,퓨전 및 기타,['(Galbi Myeongga Hwanguri Beomeo jeom)']
김서방숯불,퓨전 및 기타,['(Gimseobang Sutbul)']
궁중,퓨전 및 기타,['(Gungjung)']
권대감,퓨전 및 기타,['(Gwondaegam)']
경주신라전통음식지정업소,퓨전 및 기타,['(Gyeongju Silla jeontong eumsik jijeong eopso)']
곰솔가든,퓨전 및 기타,['(gomsolgarden)']
꽃게랑낙지랑,퓨전 및 기타,['(kkotgerang nakjirang)']
까치솥단지숯불촌,퓨전 및 기타,['(kkachi danji sutbulchon)']
까치구멍집,퓨전 및 기타,['(kkachi gumeongjip)']
길손식당,퓨전 및 기타,['(gilson sikdang)']
길뜨락,퓨전 및 기타,['(giltteurak)']
금호축산식당,퓨전 및 기타,['(geumho chuksan sikdang)']
금정광양불고기),퓨전 및 기타,['(gwangyang bulgogi (geumjeong)']
금성가든,퓨전 및 기타,['(geumseong garden)']
그림애카페,퓨전 및 기타,['(geurimae café)']
규카츠와 제육볶음,퓨전 및 기타,['(gyukacheuwa jeyuk bokkeum)']
굴비랑낙지랑,퓨전 및 기타,['(gulbirang nakjirang)']
군청앞부대찌개,퓨전 및 기타,['(guncheongap budae jjigae)']
군산아구찜,퓨전 및 기타,['(gunsan agu jjim)']
구천동별미가든,퓨전 및 기타,['(gucheondong byeolmi garden)']
구풍갈비,퓨전 및 기타,['(gupung)']
구름빵,퓨전 및 기타,['(gureumppang)']
구름에리조트 카페&식당,퓨전 및 기타,['(gureume resort café en sikdang)']
구가네항아리숙성왕갈비,퓨전 및 기타,['(gugane hangari sukseong wanggalbi)']
광운식당,퓨전 및 기타,['(gwangun sikdang)']
광양매화빵,퓨전 및 기타,['(gwangyang maehwappang)']
광양매실초콜릿,퓨전 및 기타,['(gwangyang maesil chocolate)']
광명가든,퓨전 및 기타,['(gwangmyeong garden)']
공음청정한우,퓨전 및 기타,['(gongeum cheongjeong hanu)']
곰소쉼터횟집,퓨전 및 기타,['(gokso swimteo hoetjip)']
골부리국(다슬기국) 맛집 matjip),퓨전 및 기타,['(golburiguk(daseulgiguk)']
고향식당,퓨전 및 기타,['(gohyang sikdang)']
고인돌식당,퓨전 및 기타,['(goindol)']
고산서원,퓨전 및 기타,['(gosanseowon)']
경포대횟집,퓨전 및 기타,['(hoetjip gyeongpodae)']
격포항횟집,퓨전 및 기타,['(gyeokpohang hoetjip)']
강산에,퓨전 및 기타,['(gangsane)']
강나루횟집,퓨전 및 기타,['(gangnaru hoetjip)']
강남쌈밥,퓨전 및 기타,['(gangnam ssambap)']
감나무집,퓨전 및 기타,['(gamnamu jip)']
갈마가든,퓨전 및 기타,['(galma garden)']
가마솥곰탕,퓨전 및 기타,['(gamasot gomtang)']
기내식,퓨전 및 기타,['(ginaesik)']
간단식사,퓨전 및 기타,['(gandan siksa)']
가족정식,퓨전 및 기타,['(gajok jeongsik)']
계절특선메뉴,퓨전 및 기타,['(gyejeol teukseon menu)']
가격은1人기준,퓨전 및 기타,['(gagyeogeun il in gijun)']
계절별미,퓨전 및 기타,['(gyejeol byeolmi)']
공기밥포함,퓨전 및 기타,['(gonggibap poham)']
과일,퓨전 및 기타,['(gwail)']
국내맥주,퓨전 및 기타,['(gungnae maekju)']
기사백반,퓨전 및 기타,['(gisa baekban)']
고기류,퓨전 및 기타,['(gogi ryu)']
구이류,퓨전 및 기타,['(gui ryu)']
관자류,퓨전 및 기타,['(gwanja ryu)']
계란찜추가,퓨전 및 기타,['(gyeran jjim chuga)']
국수사리,퓨전 및 기타,['(guksu sari)']
기본반찬,퓨전 및 기타,['(gibon banchan)']
기타 추가 주문 가능한 메뉴,퓨전 및 기타,['(gita chuga jumun ganeunghan menu)']
계절찬,퓨전 및 기타,['(gyejeol chan)']
김치나베정식,퓨전 및 기타,['(kimchi nabe jeongsik)']
김치동정식,퓨전 및 기타,['(kimchi don jeongsik)']
김치떡라면,퓨전 및 기타,['(kimchi tteok ramyeon)']
김치라면,퓨전 및 기타,['(kimchi ramyeon)']
김치참치라면,퓨전 및 기타,['(kimchi chamchi ramyeon)']
꼬치어묵라면,퓨전 및 기타,['(kkochi eomuk ramyeon)']
김밥,퓨전 및 기타,['(gimbap)']
김치김밥,퓨전 및 기타,['(kimchi gimbap)']
김주먹밥,퓨전 및 기타,['(gim jumeokbap)']
계란떡볶이,퓨전 및 기타,['(gyeran tteokbokki)']
궁중떡볶이,퓨전 및 기타,['(gungjung tteokbokki)']
고기만두,퓨전 및 기타,['(gogi mandu)']
고기손만두,퓨전 및 기타,['(gogi son mandu)']
고기왕만두,퓨전 및 기타,['(gogi wang mandu)']
고기찐만두,퓨전 및 기타,['(gogi jjin mandu)']
고추잡채만두,퓨전 및 기타,['(gochu japchae mandu)']
김치만두,퓨전 및 기타,['(kimchi mandu)']
김치만두우동,퓨전 및 기타,['(kimchi mandu udon)']
김치손만두,퓨전 및 기타,['(kimchi son mandu)']
김치찐만두,퓨전 및 기타,['(kimchi jjin mandu)']
깻잎손만두,퓨전 및 기타,['(kkaennip son mandu)']
꿩만두,퓨전 및 기타,['(kkwong mandu)']
꿩손통만두,퓨전 및 기타,['(kkwong son tong mandu)']
김치순대,퓨전 및 기타,['(kimchi sundae)']
꼬치어묵,퓨전 및 기타,['(kkochi eomuk)']
고추맛핫바,퓨전 및 기타,['(gochu mat hot bar)']
갈비맛바,퓨전 및 기타,['(galbi mat bar)']
감자맛바,퓨전 및 기타,['(gamja mat bar)']
고추맛바,퓨전 및 기타,['(gochu mat bar)']
고추와야채맛바,퓨전 및 기타,['(gochu wa yachae mat bar)']
골드감자맛바,퓨전 및 기타,['(gold gamja mat bar)']
김치맛바,퓨전 및 기타,['(kimchi mat bar)']
고추바,퓨전 및 기타,['(gochu bar)']
감자튀김,퓨전 및 기타,['(gamja twigim)']
게맛살 튀김과 칠리소스,퓨전 및 기타,['(gematsal twigim gwa chili sauce)']
게발튀김,퓨전 및 기타,['(gebal twigim)']
강정꼬치,퓨전 및 기타,['(gangjeong kkochi)']
그릴바비큐꼬치,퓨전 및 기타,['(grill barbecue kkochi)']
가츠오부시계란말이,퓨전 및 기타,['(katsuobushi gyeran mari)']
계란말이,퓨전 및 기타,['(gyeran mari)']
계란후라이,퓨전 및 기타,['(gyeran fry)']
구운닭가슴살과 데리야끼소스,퓨전 및 기타,['(guun dak gaseumsal gwa teriyaki sauce)']
그릴소시지,퓨전 및 기타,['(grill sausage)']
고구마스틱,퓨전 및 기타,['(goguma stick)']
구운쥐포채,퓨전 및 기타,['(guun jwipo chae)']
가츠오철판볶음밥,퓨전 및 기타,['(katsuo cheolpan bokkeumbap)']
김치철판볶음밥,퓨전 및 기타,['(kimchi cheolpan bokkeumbap)']
감자스모크햄볶음,퓨전 및 기타,['(gamja smoke ham bokkeum)']
가리비와빅토리아소스,퓨전 및 기타,['(garibi wa Victoria sauce)']
김쌈밥&참치소스,퓨전 및 기타,['(gim ssambap & chamchi sauce)']
구운연어롤,퓨전 및 기타,['(guun yeoneo roll)']
김치치즈도리아,퓨전 및 기타,['(kimchi cheese doria)']
김치라면정식,퓨전 및 기타,['(kimchi ramyeon jeongsik)']
국물떡볶이,퓨전 및 기타,['(gungmul tteokbokki)']
김말이/마늘종튀김,퓨전 및 기타,['(gim mari/maneuljong twigim)']
계란라면,퓨전 및 기타,['(gyeran ramyeon)']
김치우동,퓨전 및 기타,['(kimchi udon)']
김치칼국수,퓨전 및 기타,['(kimchi kalguksu)']
까르보나라치즈떡볶이,퓨전 및 기타,['(carbonara cheese tteokbokki)']
게살크림고로케,퓨전 및 기타,['(gesal cream croquette)']
견과류 김밥,퓨전 및 기타,['(gyeongwaryu gimbap)']
김치불갈비밥샌드,퓨전 및 기타,['(kimchi bulgalbi bapsand)']
감태라면,퓨전 및 기타,['(gamtae ramyeon)']
간장똥집,퓨전 및 기타,['(ganjang ttongjip)']
간장양념치킨,퓨전 및 기타,['(ganjang yangnyeom chicken)']
간장치킨,퓨전 및 기타,['(ganjang chicken)']
감자고로케정식,퓨전 및 기타,['(gamja croquette jeongsik)']
고구마치즈스틱,퓨전 및 기타,['(goguma cheese stick)']
곤드레나물김밥,퓨전 및 기타,['(gondeure namul gimbap)']
구운닭가슴샐러드김밥,퓨전 및 기타,['(guun dakgaseum salad gimbap)']
김말이튀김,퓨전 및 기타,['(gimmari twigim)']
고추어묵,퓨전 및 기타,['(gochu eomuk)']
깻잎말이어묵,퓨전 및 기타,['(kkaenimmari eomuk)']
꼬마김밥,퓨전 및 기타,['(kkoma gimbap)']
갈비만두,퓨전 및 기타,['(galbi mandu)']
갈비만두세트,퓨전 및 기타,['(galbi mandu set)']
계란떡라면,퓨전 및 기타,['(gyeran tteok ramyeon)']
고기만두세트,퓨전 및 기타,['(gogi mandu set)']
김치만두세트,퓨전 및 기타,['(kimchi mandu set)']
갈릭한우덕,퓨전 및 기타,['(garlic Hanu dog)']
감자핫바,퓨전 및 기타,['(gamja hot bar)']
게살크림치즈,퓨전 및 기타,['(gesal cream cheese)']
게튀김,퓨전 및 기타,['(ge twigim)']
고추핫바,퓨전 및 기타,['(gochu hot bar)']
꼬치매운맛,퓨전 및 기타,['(kkochi maeun mat)']
꼬치순한맛,퓨전 및 기타,['(kkochi sunhan mat)']
과일 요거트(계절)),퓨전 및 기타,['(gwail yogurt (gyejeol)']
가재맛바,퓨전 및 기타,['(gajae mat bar)']
고기왕튀김만두,퓨전 및 기타,['(gogi wang twigim mandu)']
김치왕튀김만두,퓨전 및 기타,['(kimchi wang twigim mandu)']
갈비튀김만두,퓨전 및 기타,['(galbi twigim mandu)']
게살스프볶음밥,퓨전 및 기타,['(gesal soup bokkeumbap)']
고구마롤,퓨전 및 기타,['(goguma roll)']
고구마마늘양념치킨,퓨전 및 기타,['(goguma maneul yangnyeom chicken)']
고구마비엔나소시지,퓨전 및 기타,['(goguma Vienna sausage)']
고구마짱,퓨전 및 기타,['(goguma jjang)']
고구마추어돈가스,퓨전 및 기타,['(goguma chueo dongaseu)']
고기찜만두,퓨전 및 기타,['(gogi jjim mandu)']
감자만두,퓨전 및 기타,['(gamja mandu)']
감자만두찜,퓨전 및 기타,['(gamja mandu jjim)']
감자볼,퓨전 및 기타,['(gamja ball)']
감자찐만두,퓨전 및 기타,['(gamja jjin mandu)']
검정콩왕만두,퓨전 및 기타,['(geomjeongkong wangmandu)']
간짜장,퓨전 및 기타,['(ganjjajang)']
갈비짬뽕,퓨전 및 기타,['(galbi jjamppong)']
감귤만주,퓨전 및 기타,['(gamgyul manju)']
꽃갈비살샐러드,퓨전 및 기타,['(kkotgalbi sal salad)']
꽃게크림파스타,퓨전 및 기타,['(kkotge cream pasta)']
꾸러기핫도그,퓨전 및 기타,['(kkureogi hot dog)']
꿩손찐만두,퓨전 및 기타,['(kkwong son jjin mandu)']
꿩찐만두,퓨전 및 기타,['(kkwong jjin mandu)']
김치떡볶이,퓨전 및 기타,['(kimchi tteokbokki)']
김치오뎅꼬치우동,퓨전 및 기타,['(kimchi oden kkochi udon)']
김치참치롤,퓨전 및 기타,['(kimchi chamchi roll)']
김치치즈돈가스,퓨전 및 기타,['(kimchi cheese dongaseu)']
김치파스타,퓨전 및 기타,['(kimchi pasta)']
까르보나라궁중떡볶이,퓨전 및 기타,['(carbonara gungjung tteokbokki)']
까르보나라떡볶이,퓨전 및 기타,['(carbonara tteokbokki)']
구슬,퓨전 및 기타,['(guseul)']
그릴떡갈비스테이크,퓨전 및 기타,['(grill tteokgalbi steak)']
과일빙수,퓨전 및 기타,['(gwail bingsu)']
고추소시지,퓨전 및 기타,['(gochu sausage)']
감귤막걸리,퓨전 및 기타,['(gamgyul makgeolli)']
검은콩막걸리,퓨전 및 기타,['(geomeunkong makgeolli)']
가시오가피주,퓨전 및 기타,['(gasiogapiju)']
고량주,퓨전 및 기타,['(goryangju)']
공부가주,퓨전 및 기타,['(Kongfujiajiu)']
궁중전통식혜,퓨전 및 기타,['(gungjung jeontong sikhye)']
계피차,퓨전 및 기타,['(gyepi cha)']
국산차,퓨전 및 기타,['(guksan cha)']
국화차,퓨전 및 기타,['(gukhwa cha)']
꿀차,퓨전 및 기타,['(kkul cha)']
과일주스,퓨전 및 기타,['(gwail juice)']
